term,estimate,std.error,statistic,p.value,model
(Intercept),-47.18534478521875,13.399030652601661,-3.5215491335604097,4.2971155084129716e-4,basic
bachelors_puma,-0.09497964810828341,0.04335627982994185,-2.190677993610754,0.028483271168179107,basic
black_puma,0.04611180827832674,0.009080385185378096,5.078177559315365,3.8350071792601614e-7,basic
hispanic_puma,0.05090478931118385,0.010541323949743065,4.829069816455513,1.3789203497813964e-6,basic
log_inctot_puma,-5.95921185591604,1.3370078883823395,-4.457125427379606,8.338632509400654e-6,basic
owned_puma,0.51717237336876,0.1371512117771175,3.770818840516039,1.630452606460124e-4,basic
age_puma,0.26444121611492943,0.04417372091550127,5.986392149775473,2.171415686732245e-9,basic
immigrant_puma,0.5471240422456011,0.017954410685212797,30.472960201150514,1.0841362982572806e-200,basic
poverty_200_puma,-3.567870727853268,2.6432276299455117,-1.3498159172643096,0.1770858890427523,basic
hwsei_puma,0.24814395545004864,0.10958658401648569,2.264364362454432,0.023559284793113273,basic
unemployed_puma,-0.3216971028467516,0.10214321274978495,-3.1494711609942865,0.0016373722518696627,basic
valueh_puma,4.0466166082181665e-6,1.4458388262235333e-6,2.7988020067131196,0.005132745050776571,basic
rent_puma,0.003369940053100302,0.0014714814493125789,2.290168221063617,0.02201892549783473,basic
costelec_puma,7.457495337992227e-5,2.8155300377596563e-4,0.2648700329237555,0.791111523143337,basic
density_puma,8.785078392581232e-5,1.5500623654607582e-5,5.667564472459052,1.4625583951976208e-8,basic
state_policy,0.2056944245942107,0.05789614779859374,3.5528171115938543,3.8175222783355157e-4,basic
lgbt_nonprofits,-0.0035695748522148203,0.10640454798168801,-0.033547201881155835,0.9732384631269129,basic
immigrant_nonprofits,-0.31002702955648875,0.0969951806597309,-3.1963137492789007,0.0013934928770537093,basic
(Intercept),-58.52654837082728,20.447101394460848,-2.8623396168359694,0.004208366477687457,state fixed effects and clustered SE
bachelors_puma,-0.09893043598427025,0.056033827593928824,-1.765548423734473,0.07748249480844688,state fixed effects and clustered SE
black_puma,0.04206971724454813,0.016634514846051968,2.5290618712894384,0.01144220828070921,state fixed effects and clustered SE
hispanic_puma,0.09152502830702344,0.02467166290854045,3.7097227149346605,2.078857851850768e-4,state fixed effects and clustered SE
log_inctot_puma,-5.588820200930159,2.1766599321907476,-2.5676129368105594,0.01024526468337762,state fixed effects and clustered SE
owned_puma,0.6342657080385433,0.18347506573569328,3.4569586090365036,5.471163653260464e-4,state fixed effects and clustered SE
age_puma,0.16580240903779297,0.0851835424195572,1.9464136419821698,0.05161502223614277,state fixed effects and clustered SE
immigrant_puma,0.4860269453652784,0.06166102682523997,7.882238917992377,3.3314652951775435e-15,state fixed effects and clustered SE
poverty_200_puma,-1.1172458039897741,3.4363844154151613,-0.32512247435937575,0.7450907998921616,state fixed effects and clustered SE
hwsei_puma,0.334027822963402,0.21967131645695273,1.5205800572914525,0.1283765028556307,state fixed effects and clustered SE
unemployed_puma,-0.3519175507673368,0.19879905411120463,-1.770217430564234,0.07670176463606669,state fixed effects and clustered SE
valueh_puma,5.281035345808839e-6,1.976924162589169e-6,2.671339369382936,0.007559274032927922,state fixed effects and clustered SE
rent_puma,0.003923140794040682,0.0018573854592475803,2.1121845088794498,0.03467942355733715,state fixed effects and clustered SE
costelec_puma,-3.1626220158809153e-4,3.113854203476298e-4,-1.0156615593466685,0.30979932164859364,state fixed effects and clustered SE
density_puma,4.8468945618977575e-5,1.9400088523035823e-5,2.4983878584587464,0.012481625641073522,state fixed effects and clustered SE
state_policy,0.2088199444144653,0.11084024909348976,1.8839721682539092,0.05957905229885966,state fixed effects and clustered SE
lgbt_nonprofits,-0.04847325559927807,0.13259605282424974,-0.3655708791235833,0.7146880591346352,state fixed effects and clustered SE
immigrant_nonprofits,-0.2654789233341183,0.07316619392607976,-3.628436974627015,2.856474566617916e-4,state fixed effects and clustered SE
(Intercept),-65.7229147422333,28.1855454567572,-2.3317950274571286,0.019718507152422966,state and year fixed effects and clustered SE
